atclNo,cortarNo,atclNm,atclStatCd,rletTpCd,uprRletTpCd,rletTpNm,tradTpCd,tradTpNm,vrfcTpCd,flrInfo,prc,rentPrc,hanPrc,spc1,spc2,direction,atclCfmYmd,lat,lng,atclFetrDesc,tagList,bildNm,minute,sameAddrCnt,sameAddrDirectCnt,cpid,cpNm,cpCnt,rltrNm,directTradYn,minMviFee,maxMviFee,etRoomCnt,tradePriceHan,tradeRentPrice,tradeCheckedByOwner,cpLinkVO,dtlAddrYn,dtlAddr,sameAddrHash,sameAddrMaxPrc,sameAddrMinPrc,sellrNm,repImgUrl,repImgTpCd,repImgThumb
2426690834,1135010500,미도,R0,A01,A01,아파트,A1,매매,MOBL,6/15,79000,0,"7억 9,000",115,87.57,남향,24.05.31.,37.645449,127.060804,"특올수리,전망좋은집,입주가능,교통편리해요","['25년이상', '올수리', '역세권', '방세개']",101동,0,1,0,bizmk,매경부동산,1,미도OK공인중개사사무소,N,0,0,0,,0,False,"{'cpId': 'bizmk', 'mobileArticleLinkTypeCode': 'NONE', 'mobileBmsInspectPassYn': 'Y', 'pcArticleLinkUseAtArticleTitle': False, 'pcArticleLinkUseAtCpName': False, 'mobileArticleLinkUseAtArticleTitle': False, 'mobileArticleLinkUseAtCpName': False}",N,,,,,,,,
2426609445,1135010500,상계주공16단지,R0,A01,A01,아파트,A1,매매,MOBL,13/15,55000,0,"5억 5,000",82,59.39,남향,24.05.31.,37.670505,127.052769,"직거래. 7호선마들역 강남접근성좋음,4호선노원역 시내접근성좋음","['25년이상', '대단지', '방두개', '화장실한개']",1617동,0,2,1,toad,피터팬의 좋은방구하기,2,-,Y,0,0,0,,0,False,"{'cpId': 'toad', 'mobileArticleUrl': 'https://www.peterpanz.com/rd/rd.php?UID=', 'mobileArticleLinkTypeCode': 'ALL', 'mobileBmsInspectPassYn': 'Y', 'pcArticleLinkUseAtArticleTitle': False, 'pcArticleLinkUseAtCpName': False, 'mobileArticleLinkUseAtArticleTitle': True, 'mobileArticleLinkUseAtCpName': True}",N,,26A01A1Nd263be9f744b66bacb13dbf3cd34d53dd52d8b3e6ff7965a4bfd68776e86e34b,"5억 5,000","5억 5,000",김미순,,,
2426816331,1135010500,두산,R0,A01,A01,아파트,A1,매매,OWNER,14/15,45000,0,"4억 5,000",71,51.66,동향,24.06.01.,37.677898,127.053253,T 02 951 7272 수락산 파노라마 뷰 속이 뻥 뚫립니다,"['25년이상', '역세권', '방두개']",101동,0,3,0,R114,부동산114,3,우성공인중개사사무소,N,0,0,0,,0,False,"{'cpId': 'R114', 'mobileArticleUrl': 'https://m.r114.com/?_c=redirect&_m=ArticleFromNbp&UID=', 'mobileArticleLinkTypeCode': 'ALL', 'mobileBmsInspectPassYn': 'Y', 'pcArticleLinkUseAtArticleTitle': False, 'pcArticleLinkUseAtCpName': False, 'mobileArticleLinkUseAtArticleTitle': True, 'mobileArticleLinkUseAtCpName': True}",N,,27A01A1N5841d929b69fd80f3ab2e1b40b3d01aea6867fe8d78308285660cfe5133a0244,"4억 5,000","4억 5,000",,/20240601_205/land_naver_1717191301585NARki_JPEG/cdc8ba13-b30f-4642-9c86-e7ab5c453964.jpg,10,f130_98
2426578971,1135010500,은빛2단지,R0,A01,A01,아파트,A1,매매,MOBL,1/15,47000,0,"4억 7,000",81,59.95,남향,24.05.31.,37.67966,127.053968,수리깨끗 초역세권 빠른입주,"['25년이상', '역세권', '대단지', '1층']",202동,0,3,0,asil,아실,3,학여울뉴스공인중개사사무소,N,0,0,0,,0,False,"{'cpId': 'asil', 'mobileArticleUrl': 'https://asil.kr/app/sale_info.jsp?UID=', 'mobileArticleLinkTypeCode': 'ALL', 'mobileBmsInspectPassYn': 'Y', 'pcArticleLinkUseAtArticleTitle': False, 'pcArticleLinkUseAtCpName': False, 'mobileArticleLinkUseAtArticleTitle': True, 'mobileArticleLinkUseAtCpName': True}",N,,27A01A1N5de2f93116218d4239d75e34221952799efea479a329d3c1b699995812ceb355,"4억 7,000","4억 7,000",,,,
2426540476,1135010500,미도,R0,A01,A01,아파트,A1,매매,MOBL,8/15,79000,0,"7억 9,000",115,87.57,남서향,24.05.30.,37.645449,127.060804,전체완벽올수리정상 하시급매가,"['25년이상', '올수리', '역세권', '급매']",101동,0,1,0,bizmk,매경부동산,1,미도공인중개사사무소,N,0,0,0,,0,False,"{'cpId': 'bizmk', 'mobileArticleLinkTypeCode': 'NONE', 'mobileBmsInspectPassYn': 'Y', 'pcArticleLinkUseAtArticleTitle': False, 'pcArticleLinkUseAtCpName': False, 'mobileArticleLinkUseAtArticleTitle': False, 'mobileArticleLinkUseAtCpName': False}",N,,,,,,,,
2426816396,1135010500,두산,R0,A01,A01,아파트,A1,매매,OWNER,15/15,36000,0,"3억 6,000",59,41.85,남서향,24.06.01.,37.677526,127.054052,T 02 951 7272 역세권 복덩이 구슬이 서말이어도 궤어야 보배,"['25년이상', '역세권', '소형평수']",111동,0,6,0,SERVE,부동산써브,3,우성공인중개사사무소,N,0,0,0,,0,False,"{'cpId': 'SERVE', 'mobileArticleUrl': 'https://www.serve.co.kr/redirect/nland?UID=', 'mobileArticleLinkTypeCode': 'CPNAMEONLY', 'mobileBmsInspectPassYn': 'Y', 'pcArticleLinkUseAtArticleTitle': False, 'pcArticleLinkUseAtCpName': False, 'mobileArticleLinkUseAtArticleTitle': False, 'mobileArticleLinkUseAtCpName': True}",N,,26A01A1N3404d3c76719fe2e897eec432f39f8bbf184e37e7b40e9a04c7b0c65e75ca443,"3억 6,000","3억 6,000",,/20240601_18/land_naver_1717191724624j30to_JPEG/Resized_20240519_195948_1716173447229.jpeg,10,f130_98
2426778971,1135010500,보람,R0,A01,A01,아파트,A1,매매,OWNER,15/15,50000,0,5억,77,54.59,남향,24.05.31.,37.66261,127.063773,보람23 수리깨끗 입주협의 로얄동 재건축추진중아파트,"['25년이상', '대단지', '탑층', '방두개']",107동,0,2,0,NEONET,부동산뱅크,2,서울 공인중개사사무소,N,0,0,0,,0,False,"{'cpId': 'NEONET', 'mobileArticleLinkTypeCode': 'NONE', 'mobileBmsInspectPassYn': 'Y', 'pcArticleLinkUseAtArticleTitle': False, 'pcArticleLinkUseAtCpName': False, 'mobileArticleLinkUseAtArticleTitle': False, 'mobileArticleLinkUseAtCpName': False}",N,,27A01A1N50829281519f2251c3d3439a90e726a7085e34d9058104d5f2223822b95a0e97,5억,5억,,,,
2426800038,1135010500,상계주공9단지,R0,A01,A01,아파트,A1,매매,OWNER,15/15,50000,0,5억,70,49.94,남향,24.05.31.,37.66395,127.058894,"올수리,정상입주,마들역세권,재건축투자추천","['25년이상', '올수리', '역세권', '대단지']",920동,0,2,0,asil,아실,2,경성공인중개사사무소,N,0,0,0,,0,False,"{'cpId': 'asil', 'mobileArticleUrl': 'https://asil.kr/app/sale_info.jsp?UID=', 'mobileArticleLinkTypeCode': 'ALL', 'mobileBmsInspectPassYn': 'Y', 'pcArticleLinkUseAtArticleTitle': False, 'pcArticleLinkUseAtCpName': False, 'mobileArticleLinkUseAtArticleTitle': True, 'mobileArticleLinkUseAtCpName': True}",N,,26A01A1N2b5f47fbc79c81b6448ef129322c07b68b0474ce19d6f8d568787c1509cac4c7,5억,5억,,,,
2426805375,1135010500,두산,R0,A01,A01,아파트,A1,매매,OWNER,10/15,50000,0,5억,82,59.97,동향,24.05.31.,37.676915,127.053152,수락산초역세권.전세안고 or 입주가능합니다.,"['25년이상', '역세권', '방세개', '화장실한개']",108동,0,3,0,bizmk,매경부동산,3,두산공인중개사사무소,N,0,0,0,,0,False,"{'cpId': 'bizmk', 'mobileArticleLinkTypeCode': 'NONE', 'mobileBmsInspectPassYn': 'Y', 'pcArticleLinkUseAtArticleTitle': False, 'pcArticleLinkUseAtCpName': False, 'mobileArticleLinkUseAtArticleTitle': False, 'mobileArticleLinkUseAtCpName': False}",N,,26A01A1N066e7964fa8f5f5f41158791cb7c8997f7e563433a29d6fba703285c1e1d4f2c,5억,5억,,,,
2426778618,1135010500,청암1단지,R0,A01,A01,아파트,A1,매매,OWNER,15/18,70000,0,7억,106,84.8,남동향,24.05.31.,37.665453,127.079277, 주인거주 관리 잘되고 깨끗한 불암산 전망 좋은 집 ,"['25년이내', '방세개', '화장실두개', '고층']",105동,0,2,0,SERVE,부동산써브,2,롯데캐슬공인중개사사무소,N,0,0,0,,0,False,"{'cpId': 'SERVE', 'mobileArticleUrl': 'https://www.serve.co.kr/redirect/nland?UID=', 'mobileArticleLinkTypeCode': 'CPNAMEONLY', 'mobileBmsInspectPassYn': 'Y', 'pcArticleLinkUseAtArticleTitle': False, 'pcArticleLinkUseAtCpName': False, 'mobileArticleLinkUseAtArticleTitle': False, 'mobileArticleLinkUseAtCpName': True}",N,,27A01A1Nbf9c9ec417baccfa088f253d7087bfc1157a2591810423ec3543a90c695a6aad,"7억 5,000",7억,,,,
2426805342,1135010500,두산,R0,A01,A01,아파트,A1,매매,OWNER,8/12,85000,0,"8억 5,000",106,84.09,남향,24.05.31.,37.676695,127.052736,"특올수리된 뷰좋은 남향이며,수락산초역세권입니다.","['25년이상', '올수리', '역세권']",109동,0,2,0,bizmk,매경부동산,1,두산공인중개사사무소,N,0,0,0,,0,False,"{'cpId': 'bizmk', 'mobileArticleLinkTypeCode': 'NONE', 'mobileBmsInspectPassYn': 'Y', 'pcArticleLinkUseAtArticleTitle': False, 'pcArticleLinkUseAtCpName': False, 'mobileArticleLinkUseAtArticleTitle': False, 'mobileArticleLinkUseAtCpName': False}",N,,26A01A1N76abe9947c4c1d350305eebbc5d3b10e69d93a982625534b37e13665cdbbbdcc,"8억 5,000","8억 5,000",,/20240531_15/land_naver_1717149255014OL2d7_JPEG/20230622_200219_258.jpg,10,f130_98
2426794000,1135010500,상계주공9단지,R0,A01,A01,아파트,A1,매매,OWNER,13/15,38000,0,"3억 8,000",60,45.9,남서향,24.05.31.,37.661689,127.060101,"급매,올수리,세안고,앞동,마들역세권","['25년이상', '올수리', '역세권', '대단지']",901동,0,6,0,toad,피터팬의 좋은방구하기,5,경성공인중개사사무소,N,0,0,0,,0,False,"{'cpId': 'toad', 'mobileArticleUrl': 'https://www.peterpanz.com/rd/rd.php?UID=', 'mobileArticleLinkTypeCode': 'ALL', 'mobileBmsInspectPassYn': 'Y', 'pcArticleLinkUseAtArticleTitle': False, 'pcArticleLinkUseAtCpName': False, 'mobileArticleLinkUseAtArticleTitle': True, 'mobileArticleLinkUseAtCpName': True}",N,,26A01A1N1f22840781640c338df7ef95e5a7fb69a52f8a55c64e9af3a437464a5d10babc,"3억 8,000","3억 7,500",,,,
2426799597,1135010500,상계현대2차,R0,A01,A01,아파트,A1,매매,OWNER,8/15,59000,0,"5억 9,000",99,82.68,동향,24.05.31.,37.67204,127.050936,"전체특올수리,아주예쁜집,정상입주또는입주일자협의가능","['25년이상', '올수리', '방세개', '화장실두개']",204동,0,2,0,bizmk,매경부동산,1,미래공인중개사사무소,N,0,0,0,,0,False,"{'cpId': 'bizmk', 'mobileArticleLinkTypeCode': 'NONE', 'mobileBmsInspectPassYn': 'Y', 'pcArticleLinkUseAtArticleTitle': False, 'pcArticleLinkUseAtCpName': False, 'mobileArticleLinkUseAtArticleTitle': False, 'mobileArticleLinkUseAtCpName': False}",N,,25A01A1N375ccf2cba1baf5b17af53511e07518f84496c9451cd5863a70cd330ddc50830,"5억 9,000","5억 9,000",,,,
2426804859,1135010500,두산,R0,A01,A01,아파트,A1,매매,OWNER,8/15,45000,0,"4억 5,000",59,41.85,남서향,24.05.31.,37.677526,127.054052,수락산역 도보2분.채광 좋은 집입니다.,"['25년이상', '역세권', '소형평수', '방두개']",111동,0,1,0,bizmk,매경부동산,1,두산공인중개사사무소,N,0,0,0,,0,False,"{'cpId': 'bizmk', 'mobileArticleLinkTypeCode': 'NONE', 'mobileBmsInspectPassYn': 'Y', 'pcArticleLinkUseAtArticleTitle': False, 'pcArticleLinkUseAtCpName': False, 'mobileArticleLinkUseAtArticleTitle': False, 'mobileArticleLinkUseAtCpName': False}",N,,,,,,,,
2426812872,1135010500,상계주공16단지,R0,A01,A01,아파트,A1,매매,OWNER,3/15,38000,0,"3억 8,000",63,45.77,남향,24.05.31.,37.668447,127.052319,"반듯한B형,부분수리,관리잘되어있으며,학군및주거환경굿,입주협의요","['25년이상', '대단지', '방두개', '화장실한개']",1607동,0,3,0,bizmk,매경부동산,3,을지공인중개사사무소,N,0,0,0,,0,False,"{'cpId': 'bizmk', 'mobileArticleLinkTypeCode': 'NONE', 'mobileBmsInspectPassYn': 'Y', 'pcArticleLinkUseAtArticleTitle': False, 'pcArticleLinkUseAtCpName': False, 'mobileArticleLinkUseAtArticleTitle': False, 'mobileArticleLinkUseAtCpName': False}",N,,26A01A1N4b6e8242b0b13431c58a7e0238a997a0f1c33fa2b115f18dc8cfe91a40786e21,"4억 2,000","3억 8,000",,,,
2426805206,1135010500,은빛2단지,R0,A01,A01,아파트,A1,매매,OWNER,15/15,55000,0,"5억 5,000",81,59.95,서향,24.05.31.,37.680533,127.052698,7호선수락산초역세권.사계절이 아름다운 뷰 입니다.,"['25년이상', '역세권', '대단지', '탑층']",208동,0,2,0,bizmk,매경부동산,2,두산공인중개사사무소,N,0,0,0,,0,False,"{'cpId': 'bizmk', 'mobileArticleLinkTypeCode': 'NONE', 'mobileBmsInspectPassYn': 'Y', 'pcArticleLinkUseAtArticleTitle': False, 'pcArticleLinkUseAtCpName': False, 'mobileArticleLinkUseAtArticleTitle': False, 'mobileArticleLinkUseAtCpName': False}",N,,27A01A1N6b2628c5ed68403c7340354da7625e31bd9ba96481ef519f7a6536f4d87f7bcd,"5억 5,000","5억 5,000",,,,
2426805497,1135010500,두산,R0,A01,A01,아파트,A1,매매,OWNER,13/15,55000,0,"5억 5,000",80,58.65,동향,24.05.31.,37.676915,127.053152,수락산역 도보2분.올수리되어 깔끔하고 입주가능합니다.,"['25년이상', '올수리', '역세권']",108동,0,2,0,bizmk,매경부동산,1,두산공인중개사사무소,N,0,0,0,,0,False,"{'cpId': 'bizmk', 'mobileArticleLinkTypeCode': 'NONE', 'mobileBmsInspectPassYn': 'Y', 'pcArticleLinkUseAtArticleTitle': False, 'pcArticleLinkUseAtCpName': False, 'mobileArticleLinkUseAtArticleTitle': False, 'mobileArticleLinkUseAtCpName': False}",N,,26A01A1N5cbc8dd3f7a1fde0f9bc57566b317857584dddc7d60e747a603efe992bf5c11f,"5억 5,000","5억 5,000",,/20240531_9/land_naver_1717149309480q6VNz_JPEG/20240502_150152_004.jpg,10,f130_98
2426781265,1135010500,보람,R0,A01,A01,아파트,A1,매매,OWNER,9/15,41000,0,"4억 1,000",62,44.33,남향,24.05.31.,37.66307,127.063869,올수리 로얄동 로얄층  빠른입주가능 키보,"['25년이상', '올수리', '대단지', '소형평수']",105동,0,6,0,SERVE,부동산써브,4,우성공인중개사사무소,N,0,0,0,,0,False,"{'cpId': 'SERVE', 'mobileArticleUrl': 'https://www.serve.co.kr/redirect/nland?UID=', 'mobileArticleLinkTypeCode': 'CPNAMEONLY', 'mobileBmsInspectPassYn': 'Y', 'pcArticleLinkUseAtArticleTitle': False, 'pcArticleLinkUseAtCpName': False, 'mobileArticleLinkUseAtArticleTitle': False, 'mobileArticleLinkUseAtCpName': True}",N,,26A01A1Ne6a7ac84ad6d9b97f5f4744af5bc88db4d5f943b50e3a8d86985477c75021c27,"4억 1,000","4억 1,000",,,,
2426780711,1135010500,보람,R0,A01,A01,아파트,A1,매매,OWNER,10/15,50000,0,5억,77,54.59,남향,24.05.31.,37.661771,127.063591,전망좋은 로얄층.라인으로 올수리 입주 가능 매물입니다.,"['25년이상', '올수리', '대단지', '방두개']",111동,0,3,0,SERVE,부동산써브,2,닥터(936-0033)공인중개사사무소,N,0,0,0,,0,False,"{'cpId': 'SERVE', 'mobileArticleUrl': 'https://www.serve.co.kr/redirect/nland?UID=', 'mobileArticleLinkTypeCode': 'CPNAMEONLY', 'mobileBmsInspectPassYn': 'Y', 'pcArticleLinkUseAtArticleTitle': False, 'pcArticleLinkUseAtCpName': False, 'mobileArticleLinkUseAtArticleTitle': False, 'mobileArticleLinkUseAtCpName': True}",N,,27A01A1Nfda69204871c56199678b95b419bd17f426e421378f052d6efea9af571b73428,5억,5억,,,,
2426792616,1135010500,상계주공7단지,R0,A01,A01,아파트,A1,매매,OWNER,9/15,52000,0,"5억 2,000",58,41.3,남서향,24.05.31.,37.659156,127.059974,특올수리    4호선 7호선역세권  투자나입주가능,"['25년이상', '올수리', '대단지', '소형평수']",711동,0,1,0,SERVE,부동산써브,1,행복공인중개사사무소,N,0,0,0,,0,False,"{'cpId': 'SERVE', 'mobileArticleUrl': 'https://www.serve.co.kr/redirect/nland?UID=', 'mobileArticleLinkTypeCode': 'CPNAMEONLY', 'mobileBmsInspectPassYn': 'Y', 'pcArticleLinkUseAtArticleTitle': False, 'pcArticleLinkUseAtCpName': False, 'mobileArticleLinkUseAtArticleTitle': False, 'mobileArticleLinkUseAtCpName': True}",N,,,,,,,,
2426772688,1135010500,은빛1단지,R0,A01,A01,아파트,A1,매매,OWNER,6/15,44000,0,"4억 4,000",68,49.77,서향,24.05.31.,37.681612,127.054635,"최근샷시까지 전체올수리깨끗 ,앞트임,입주협의가능","['25년이상', '올수리', '역세권', '대단지']",102동,0,6,0,sunbang,선방,3,은빛공인중개사사무소,N,0,0,0,,0,False,"{'cpId': 'sunbang', 'mobileArticleLinkTypeCode': 'NONE', 'mobileBmsInspectPassYn': 'Y', 'pcArticleLinkUseAtArticleTitle': False, 'pcArticleLinkUseAtCpName': False, 'mobileArticleLinkUseAtArticleTitle': False, 'mobileArticleLinkUseAtCpName': False}",N,,26A01A1Na05a5961b71f01e57fa2895118a99a8fa23853308fd98513b793ae1216f169c5,"4억 4,000","4억 4,000",,,,
2426778529,1135010500,보람,R0,A01,A01,아파트,A1,매매,OWNER,6/15,61500,0,"6억 1,500",94,68.99,남향,24.05.31.,37.666535,127.064415,전체올수리 즉시입주가능 재건축추진중 초중고우수,"['25년이상', '올수리', '대단지']",207동,0,7,0,NEONET,부동산뱅크,3,서울 공인중개사사무소,N,0,0,0,,0,False,"{'cpId': 'NEONET', 'mobileArticleLinkTypeCode': 'NONE', 'mobileBmsInspectPassYn': 'Y', 'pcArticleLinkUseAtArticleTitle': False, 'pcArticleLinkUseAtCpName': False, 'mobileArticleLinkUseAtArticleTitle': False, 'mobileArticleLinkUseAtCpName': False}",N,,26A01A1N5aa10576aac0f328cc45bd30bd1455e69b75aef38444da5f8b139853c4266b02,"6억 2,000","6억 1,500",,/20240531_292/land_naver_1717144421211OJk9t_JPEG/1711949103883874.jpg,10,f130_98
2426768037,1135010500,금호어울림,R0,A01,A01,아파트,A1,매매,OWNER,5/14,59000,0,"5억 9,000",102,84.66,남향,24.05.31.,37.66719,127.068691,정남향.해잘들고 하시입주가능한 수리된집입니다.,"['25년이상', '방세개', '화장실두개', '중층']",102동,0,4,0,SERVE,부동산써브,3,하나공인중개사사무소,N,0,0,0,,0,False,"{'cpId': 'SERVE', 'mobileArticleUrl': 'https://www.serve.co.kr/redirect/nland?UID=', 'mobileArticleLinkTypeCode': 'CPNAMEONLY', 'mobileBmsInspectPassYn': 'Y', 'pcArticleLinkUseAtArticleTitle': False, 'pcArticleLinkUseAtCpName': False, 'mobileArticleLinkUseAtArticleTitle': False, 'mobileArticleLinkUseAtCpName': True}",N,,25A01A1N0e3538907fab11b849cf4372e98318d72bed2bd76340b7a4e87cc4c651c99353,"5억 9,000","5억 9,000",,,,
2426777488,1135010500,수락파크빌,R0,A01,A01,아파트,A1,매매,OWNER,5/15,90000,0,9억,142,114.82,남향,24.05.31.,37.678638,127.056815,특올수리.탁트인남향.주차편리한단지.초역세권.,"['25년이내', '올수리', '역세권', '대형평수']",504동,0,3,0,ten,텐컴즈,3,금빛부동산공인중개사사무소,N,0,0,0,,0,False,"{'cpId': 'ten', 'mobileArticleLinkTypeCode': 'NONE', 'mobileBmsInspectPassYn': 'Y', 'pcArticleLinkUseAtArticleTitle': False, 'pcArticleLinkUseAtCpName': False, 'mobileArticleLinkUseAtArticleTitle': False, 'mobileArticleLinkUseAtCpName': False}",N,,27A01A1Nc3c5b952c7a77487aada07f493dd689d3cb68f587f44b448517f5fc099dfb5cf,13억,9억,,,,
2426772361,1135010500,상계신동아,R0,A01,A01,아파트,A1,매매,OWNER,8/14,61000,0,"6억 1,000",102,84.99,남향,24.05.31.,37.667215,127.067286,인기동.수리된집.정상입주가능한 집입니다.,"['25년이상', '방세개', '화장실두개', '중층']",102동,0,2,0,SERVE,부동산써브,2,하나공인중개사사무소,N,0,0,0,,0,False,"{'cpId': 'SERVE', 'mobileArticleUrl': 'https://www.serve.co.kr/redirect/nland?UID=', 'mobileArticleLinkTypeCode': 'CPNAMEONLY', 'mobileBmsInspectPassYn': 'Y', 'pcArticleLinkUseAtArticleTitle': False, 'pcArticleLinkUseAtCpName': False, 'mobileArticleLinkUseAtArticleTitle': False, 'mobileArticleLinkUseAtCpName': True}",N,,26A01A1N0407ef2d3a633d5eba884f89cca7b64b1cf2d8caedffff35aa90fc7444f17d34,"6억 1,000","6억 1,000",,,,
